scenario,split_ratio,seed,model,n_train,n_test,accuracy,precision,recall,f1,balanced_acc,train_time_s,peak_memory_mb,hyperparameters,noise_sigma,corruption_rate,imputer
split_sensitivity,80/20,123,L2-LR,9600,2400,0.8316666666666667,0.7416666666666667,0.4619377162629758,0.5692963752665245,0.7054474530820917,0.5820217999862507,1.6575393676757812,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",,,
split_sensitivity,80/20,123,LDA,9600,2400,0.8191666666666667,0.7093023255813954,0.42214532871972316,0.5292841648590022,0.6836302933390054,0.004286599985789508,1.5784683227539062,{},,,
split_sensitivity,80/20,123,GNB,9600,2400,0.8,0.6737588652482269,0.328719723183391,0.4418604651162791,0.6391128802525078,0.004621800035238266,1.3996047973632812,{},,,
split_sensitivity,80/20,2026,LR-Newton,9600,2400,0.8391666666666666,0.7874251497005988,0.45501730103806226,0.5767543859649122,0.7080245670942232,0.16599509998923168,3.2189788818359375,"{""n_iterations"": 25, ""tol"": 1e-06}",,,
split_sensitivity,80/20,2026,L2-LR,9600,2400,0.8345833333333333,0.7819314641744548,0.4342560553633218,0.5583982202447164,0.6979183679670615,0.8037534999893978,1.6549758911132812,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",,,
split_sensitivity,80/20,2026,LDA,9600,2400,0.8245833333333333,0.7540453074433657,0.4031141868512111,0.5253664036076663,0.6807008914497549,0.008413399977143854,1.5784683227539062,{},,,
split_sensitivity,80/20,2026,GNB,9600,2400,0.8041666666666667,0.7109375,0.314878892733564,0.4364508393285372,0.6371320918113484,0.0044704999891109765,1.3996047973632812,{},,,
noise_injection,,13,LR-Newton,9600,2400,0.81875,0.6980609418282548,0.4359861591695502,0.536741214057508,0.6880808951720419,0.118050699995365,3.219329833984375,"{""n_iterations"": 25, ""tol"": 1e-06}",0.1,0.0,none
noise_injection,,13,L2-LR,9600,2400,0.8170833333333334,0.7050147492625368,0.4134948096885813,0.5212649945474372,0.6793050338234344,0.5409610000206158,1.6562271118164062,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.1,0.0,none
noise_injection,,13,LDA,9600,2400,0.81125,0.6865671641791045,0.39792387543252594,0.5038335158817087,0.6701474481443639,0.0065591000020504,1.5784683227539062,{},0.1,0.0,none
