scenario,split_ratio,seed,model,n_train,n_test,accuracy,precision,recall,f1,balanced_acc,train_time_s,peak_memory_mb,hyperparameters,noise_sigma,corruption_rate,imputer
noise_injection,,2026,LDA,9600,2400,0.80375,0.6789297658862876,0.35121107266435986,0.4629418472063854,0.649260860152158,0.024254699994344264,1.5784683227539062,{},1.0,0.0,none
noise_injection,,2026,GNB,9600,2400,0.7904166666666667,0.6404494382022472,0.2958477508650519,0.40473372781065087,0.6215791992525039,0.0027759000076912344,1.3996047973632812,{},1.0,0.0,none
feature_corruption,,13,LR-Newton,9600,2400,0.8208333333333333,0.7151162790697675,0.42560553633217996,0.5336225596529285,0.6859092445656509,0.02989559998968616,3.2184295654296875,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.1,mean
feature_corruption,,13,L2-LR,9600,2400,0.8179166666666666,0.719626168224299,0.39965397923875434,0.5139043381535039,0.6751288557006065,0.4462233999511227,1.6578521728515625,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.1,mean
feature_corruption,,13,LDA,9600,2400,0.8075,0.6835443037974683,0.3737024221453287,0.4832214765100671,0.6594088400518081,0.004164200043305755,1.5784683227539062,{},0.0,0.1,mean
feature_corruption,,13,GNB,9600,2400,0.79375,0.6680161943319838,0.28546712802768165,0.39999999999999997,0.6202308197767388,0.004318599996622652,1.3996047973632812,{},0.0,0.1,mean
feature_corruption,,13,LR-Newton,9600,2400,0.81875,0.7109144542772862,0.41695501730103807,0.5256270447110142,0.68158398505008,0.036465900018811226,3.2183990478515625,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.1,median
feature_corruption,,13,L2-LR,9600,2400,0.8145833333333333,0.7084639498432602,0.39100346020761245,0.5039018952062431,0.66998032505441,0.4724432000075467,1.657379150390625,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.1,median
feature_corruption,,13,LDA,9600,2400,0.8070833333333334,0.6825396825396826,0.3719723183391003,0.48152295632698766,0.658543788148694,0.003417900006752461,1.5784683227539062,{},0.0,0.1,median
feature_corruption,,13,GNB,9600,2400,0.79125,0.6521739130434783,0.28546712802768165,0.3971119133574007,0.6185842775154874,0.00250400003278628,1.3996047973632812,{},0.0,0.1,median
feature_corruption,,13,LR-Newton,9600,2400,0.8216666666666667,0.7180232558139535,0.4273356401384083,0.5357917570498916,0.6870487201789737,0.018676600011531264,3.216796875,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.1,knn
feature_corruption,,13,L2-LR,9600,2400,0.8179166666666666,0.7117117117117117,0.4100346020761246,0.5203073545554335,0.6786726248580404,0.3110259000095539,1.6577987670898438,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.1,knn
feature_corruption,,13,LDA,9600,2400,0.8095833333333333,0.6873065015479877,0.38408304498269896,0.49278579356270813,0.6643247277602847,0.002616400015540421,1.5784683227539062,{},0.0,0.1,knn
feature_corruption,,13,GNB,9600,2400,0.7945833333333333,0.6693227091633466,0.2906574394463668,0.40530759951749096,0.6225515517758727,0.0037107000243850052,1.3996047973632812,{},0.0,0.1,knn
feature_corruption,,42,LR-Newton,9600,2400,0.8158333333333333,0.6954022988505747,0.4186851211072664,0.5226781857451404,0.6802536472715257,0.01907719997689128,3.2185592651367188,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.1,mean
feature_corruption,,42,L2-LR,9600,2400,0.8154166666666667,0.7115987460815048,0.39273356401384085,0.5061315496098105,0.6711198006677328,0.3142229999648407,1.6578445434570312,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.1,mean
feature_corruption,,42,LDA,9600,2400,0.8041666666666667,0.6741935483870968,0.3615916955017301,0.47072072072072074,0.6530790530198003,0.0031697999802418053,1.5784683227539062,{},0.0,0.1,mean
feature_corruption,,42,GNB,9600,2400,0.7875,0.6338582677165354,0.27854671280276816,0.3870192307692308,0.6137519513519878,0.004948900023009628,1.3996047973632812,{},0.0,0.1,mean
feature_corruption,,42,LR-Newton,9600,2400,0.8154166666666667,0.6967930029154519,0.4134948096885813,0.5190010857763301,0.6782073389826002,0.01933799998369068,3.2183990478515625,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.1,median
feature_corruption,,42,L2-LR,9600,2400,0.8125,0.7,0.3875432525951557,0.49888641425389757,0.6674269501175559,0.276906399987638,1.6576766967773438,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.1,median
feature_corruption,,42,LDA,9600,2400,0.80125,0.6613418530351438,0.35813148788927335,0.46464646464646464,0.6499768306625291,0.0035111000179313123,1.5784683227539062,{},0.0,0.1,median
feature_corruption,,42,GNB,9600,2400,0.7870833333333334,0.6303501945525292,0.28027681660899656,0.38802395209580837,0.6140681558346849,0.003132699988782406,1.3996047973632812,{},0.0,0.1,median
feature_corruption,,42,LR-Newton,9600,2400,0.8183333333333334,0.7076023391812866,0.4186851211072664,0.5260869565217391,0.681900189532777,0.018042100011371076,3.216796875,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.1,knn
feature_corruption,,42,L2-LR,9600,2400,0.8141666666666667,0.7037037037037037,0.3944636678200692,0.5055432372505543,0.6708871577300126,0.3586780000478029,1.6576766967773438,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.1,knn
feature_corruption,,42,LDA,9600,2400,0.8045833333333333,0.6719242902208202,0.3685121107266436,0.4759776536312849,0.6557159895016313,0.0024801999679766595,1.5784683227539062,{},0.0,0.1,knn
feature_corruption,,42,GNB,9600,2400,0.78875,0.6360153256704981,0.28719723183391005,0.39570917759237195,0.6175283634471417,0.003924700024072081,1.3996047973632812,{},0.0,0.1,knn
feature_corruption,,77,LR-Newton,9600,2400,0.81625,0.6974063400576369,0.4186851211072664,0.5232432432432432,0.6805280709817342,0.028127199970185757,3.2185592651367188,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.1,mean
feature_corruption,,77,L2-LR,9600,2400,0.8104166666666667,0.694006309148265,0.3806228373702422,0.4916201117318436,0.6636923187948905,0.31526709999889135,1.6576080322265625,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.1,mean
feature_corruption,,77,LDA,9600,2400,0.8033333333333333,0.6743421052631579,0.3546712802768166,0.4648526077097505,0.6501676928277607,0.003966899996157736,1.5784683227539062,{},0.0,0.1,mean
feature_corruption,,77,GNB,9600,2400,0.79375,0.6721991701244814,0.28027681660899656,0.3956043956043956,0.6184589351980219,0.0034097000025212765,1.3996047973632812,{},0.0,0.1,mean
feature_corruption,,77,LR-Newton,9600,2400,0.8175,0.7034883720930233,0.4186851211072664,0.5249457700650759,0.6813513421123598,0.022244299994781613,3.2183990478515625,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.1,median
feature_corruption,,77,L2-LR,9600,2400,0.8116666666666666,0.6956521739130435,0.3875432525951557,0.4977777777777778,0.6668781026971388,0.35184979997575283,1.6572866439819336,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.1,median
feature_corruption,,77,LDA,9600,2400,0.7995833333333333,0.656957928802589,0.35121107266435986,0.45772266065388945,0.6465166230500724,0.0032925999839790165,1.5784683227539062,{},0.0,0.1,median
feature_corruption,,77,GNB,9600,2400,0.7925,0.6639344262295082,0.28027681660899656,0.3941605839416058,0.6176356640673962,0.004477100039366633,1.3996047973632812,{},0.0,0.1,median
feature_corruption,,77,LR-Newton,9600,2400,0.8166666666666667,0.6960227272727273,0.42387543252595156,0.5268817204301075,0.6825743792706597,0.01917330001015216,3.216796875,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.1,knn
feature_corruption,,77,L2-LR,9600,2400,0.8108333333333333,0.6901840490797546,0.3892733564013841,0.49778761061946897,0.6669198834696273,0.33865379996132106,1.657379150390625,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.1,knn
feature_corruption,,77,LDA,9600,2400,0.8008333333333333,0.6582278481012658,0.35986159169550175,0.46532438478747207,0.6502930351452262,0.0030163999763317406,1.5784683227539062,{},0.0,0.1,knn
feature_corruption,,77,GNB,9600,2400,0.7941666666666667,0.6721311475409836,0.2837370242214533,0.39902676399026765,0.6199146152940417,0.0031076999730430543,1.3996047973632812,{},0.0,0.1,knn
feature_corruption,,123,LR-Newton,9600,2400,0.8175,0.7121212121212122,0.40657439446366783,0.5176211453744494,0.6772169447620205,0.020885699952486902,3.2185592651367188,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.1,mean
feature_corruption,,123,L2-LR,9600,2400,0.815,0.7120253164556962,0.3892733564013841,0.5033557046979866,0.6696641205717129,0.272505100001581,1.657914161682129,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.1,mean
feature_corruption,,123,LDA,9600,2400,0.8075,0.6895424836601307,0.36505190311418684,0.4773755656108597,0.6564556990872801,0.003778600017540157,1.5784683227539062,{},0.0,0.1,mean
feature_corruption,,123,GNB,9600,2400,0.79,0.6528925619834711,0.27335640138408307,0.38536585365853665,0.6136266090345224,0.0033286999678239226,1.3996047973632812,{},0.0,0.1,mean
feature_corruption,,123,LR-Newton,9600,2400,0.8195833333333333,0.7138643067846607,0.4186851211072664,0.5278080697928026,0.6827234606634027,0.019103200000245124,3.2183990478515625,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.1,median
feature_corruption,,123,L2-LR,9600,2400,0.8183333333333334,0.7191358024691358,0.4031141868512111,0.5166297117516631,0.6765845357966264,0.26594489999115467,1.6573715209960938,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.1,median
feature_corruption,,123,LDA,9600,2400,0.8108333333333333,0.7012987012987013,0.3737024221453287,0.48758465011286684,0.6616042297334767,0.0030388000304810703,1.5784683227539062,{},0.0,0.1,median
feature_corruption,,123,GNB,9600,2400,0.7883333333333333,0.6422764227642277,0.27335640138408307,0.38349514563106807,0.612528914193688,0.0031872999970801175,1.3996047973632812,{},0.0,0.1,median
feature_corruption,,123,LR-Newton,9600,2400,0.8179166666666666,0.7055393586005831,0.4186851211072664,0.5255157437567861,0.6816257658225684,0.02063699997961521,3.216796875,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.1,knn
feature_corruption,,123,L2-LR,9600,2400,0.8170833333333334,0.7125382262996942,0.4031141868512111,0.5149171270718231,0.6757612646660007,0.27815109997754917,1.6582555770874023,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.1,knn
feature_corruption,,123,LDA,9600,2400,0.8104166666666667,0.694006309148265,0.3806228373702422,0.4916201117318436,0.6636923187948905,0.0030830000177957118,1.5784683227539062,{},0.0,0.1,knn
feature_corruption,,123,GNB,9600,2400,0.7941666666666667,0.6707317073170732,0.28546712802768165,0.4004854368932039,0.6205052434869474,0.003010899992659688,1.3996047973632812,{},0.0,0.1,knn
feature_corruption,,2026,LR-Newton,9600,2400,0.8120833333333334,0.6819484240687679,0.4117647058823529,0.5134843581445524,0.675421321108026,0.019472000014502555,3.2185592651367188,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.1,mean
feature_corruption,,2026,L2-LR,9600,2400,0.8133333333333334,0.698170731707317,0.3961937716262976,0.5055187637969095,0.6709289385025011,0.271140499971807,1.657862663269043,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.1,mean
feature_corruption,,2026,LDA,9600,2400,0.8029166666666666,0.6666666666666666,0.3633217993079585,0.4703247480403136,0.6528464100820802,0.0034212999744340777,1.5784683227539062,{},0.0,0.1,mean
feature_corruption,,2026,GNB,9600,2400,0.7933333333333333,0.664,0.28719723183391005,0.40096618357487923,0.6205470242594359,0.003054899978451431,1.3996047973632812,{},0.0,0.1,mean
feature_corruption,,2026,LR-Newton,9600,2400,0.8129166666666666,0.6827195467422096,0.41695501730103807,0.5177228786251342,0.6777420531071601,0.019545100047253072,3.2183990478515625,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.1,median
feature_corruption,,2026,L2-LR,9600,2400,0.81375,0.6990881458966566,0.39792387543252594,0.5071664829106947,0.6717939904056154,0.2803971000248566,1.6578445434570312,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.1,median
feature_corruption,,2026,LDA,9600,2400,0.80375,0.6677115987460815,0.3685121107266436,0.47491638795986624,0.6551671420812142,0.0029058000072836876,1.5784683227539062,{},0.0,0.1,median
feature_corruption,,2026,GNB,9600,2400,0.7920833333333334,0.6549019607843137,0.2889273356401384,0.4009603841536614,0.6203143813217158,0.0037661999813281,1.3996047973632812,{},0.0,0.1,median
feature_corruption,,2026,LR-Newton,9600,2400,0.8204166666666667,0.7168141592920354,0.4204152249134948,0.5299890948745911,0.6838629362767255,0.024347900005523115,3.216796875,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.1,knn
feature_corruption,,2026,L2-LR,9600,2400,0.8158333333333333,0.706060606060606,0.4031141868512111,0.513215859030837,0.674937993535375,0.33832630002871156,1.65789794921875,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.1,knn
feature_corruption,,2026,LDA,9600,2400,0.8033333333333333,0.6687898089171974,0.3633217993079585,0.4708520179372197,0.6531208337922888,0.002966900006867945,1.5784683227539062,{},0.0,0.1,knn
feature_corruption,,2026,GNB,9600,2400,0.7954166666666667,0.6746987951807228,0.2906574394463668,0.4062877871825877,0.6231003991962899,0.004625400004442781,1.3996047973632812,{},0.0,0.1,knn
feature_corruption,,13,LR-Newton,9600,2400,0.82125,0.72782874617737,0.4117647058823529,0.5259668508287292,0.6814586427326144,0.019860000000335276,3.2185592651367188,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.2,mean
feature_corruption,,13,L2-LR,9600,2400,0.8175,0.7272727272727273,0.3875432525951557,0.5056433408577878,0.6707200346400587,0.4753910000436008,1.6573715209960938,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.2,mean
feature_corruption,,13,LDA,9600,2400,0.8029166666666666,0.6855123674911661,0.3356401384083045,0.4506387921022067,0.6433963589955902,0.003952000057324767,1.5784683227539062,{},0.0,0.2,mean
feature_corruption,,13,GNB,9600,2400,0.7945833333333333,0.683982683982684,0.27335640138408307,0.3906056860321384,0.6166452698468166,0.004053400014527142,1.3996047973632812,{},0.0,0.2,mean
feature_corruption,,13,LR-Newton,9600,2400,0.8133333333333334,0.7018633540372671,0.39100346020761245,0.5022222222222222,0.6691570539237843,0.019303400011267513,3.2183990478515625,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.2,median
feature_corruption,,13,L2-LR,9600,2400,0.81,0.698051948051948,0.3719723183391003,0.48532731376975163,0.6604647541201539,0.5196141000487842,1.6578521728515625,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.2,median
feature_corruption,,13,LDA,9600,2400,0.79625,0.657243816254417,0.3217993079584775,0.43205574912891986,0.6342805540890082,0.0036447999882511795,1.5784683227539062,{},0.0,0.2,median
feature_corruption,,13,GNB,9600,2400,0.7916666666666666,0.6638655462184874,0.27335640138408307,0.38725490196078427,0.6147243038753566,0.01076819997979328,1.3996047973632812,{},0.0,0.2,median
feature_corruption,,13,LR-Newton,9600,2400,0.8179166666666666,0.7055393586005831,0.4186851211072664,0.5255157437567861,0.6816257658225684,0.03289660002337769,3.216796875,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.2,knn
feature_corruption,,13,L2-LR,9600,2400,0.8166666666666667,0.7103658536585366,0.4031141868512111,0.5143487858719648,0.6754868409557921,0.43356209999183193,1.657958984375,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.2,knn
feature_corruption,,13,LDA,9600,2400,0.80375,0.6801346801346801,0.3494809688581315,0.4617142857142857,0.6486702319592523,0.004258600005414337,1.5784683227539062,{},0.0,0.2,knn
feature_corruption,,13,GNB,9600,2400,0.79625,0.6861924686192469,0.2837370242214533,0.401468788249694,0.6212867338450845,0.005564599996432662,1.3996047973632812,{},0.0,0.2,knn
feature_corruption,,42,LR-Newton,9600,2400,0.8075,0.6835443037974683,0.3737024221453287,0.4832214765100671,0.6594088400518081,0.038771299994550645,3.2185592651367188,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.2,mean
feature_corruption,,42,L2-LR,9600,2400,0.8045833333333333,0.6872852233676976,0.3460207612456747,0.4602991944764096,0.6480378229938581,1.164688999997452,1.6563549041748047,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.2,mean
feature_corruption,,42,LDA,9600,2400,0.7970833333333334,0.6596491228070176,0.32525951557093424,0.43568945538818077,0.6360106578952366,0.060017500014510006,1.5784683227539062,{},0.0,0.2,mean
feature_corruption,,42,GNB,9600,2400,0.7879166666666667,0.648068669527897,0.26124567474048443,0.3723797780517879,0.6081200931331401,0.00559010001597926,1.3996047973632812,{},0.0,0.2,mean
feature_corruption,,42,LR-Newton,9600,2400,0.8083333333333333,0.6903225806451613,0.370242214532872,0.481981981981982,0.658776431086414,0.1740779000101611,3.2183990478515625,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.2,median
feature_corruption,,42,L2-LR,9600,2400,0.805,0.6896551724137931,0.3460207612456747,0.4608294930875576,0.6483122467040667,2.8314388999715447,1.6562271118164062,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.2,median
feature_corruption,,42,LDA,9600,2400,0.79625,0.6583629893238434,0.32006920415224915,0.4307334109429569,0.6336899258961026,0.014190299960318953,1.5792083740234375,{},0.0,0.2,median
feature_corruption,,42,GNB,9600,2400,0.78625,0.6371308016877637,0.26124567474048443,0.37055214723926383,0.6070223982923059,0.02109070000005886,1.3996047973632812,{},0.0,0.2,median
feature_corruption,,42,LR-Newton,9600,2400,0.80625,0.6717325227963525,0.38235294117647056,0.48732083792723263,0.6615387098857106,0.02930619998369366,3.2166976928710938,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.2,knn
feature_corruption,,42,L2-LR,9600,2400,0.8058333333333333,0.678343949044586,0.3685121107266436,0.47757847533632286,0.6565392606322571,0.34087229997385293,1.6574487686157227,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.2,knn
feature_corruption,,42,LDA,9600,2400,0.8004166666666667,0.6591639871382636,0.3546712802768166,0.46119235095613054,0.6482467268563008,0.002840499975718558,1.5784683227539062,{},0.0,0.2,knn
feature_corruption,,42,GNB,9600,2400,0.7825,0.609375,0.2698961937716263,0.37410071942446044,0.607505725864957,0.0037645999691449106,1.3996047973632812,{},0.0,0.2,knn
feature_corruption,,77,LR-Newton,9600,2400,0.8095833333333333,0.6827794561933535,0.39100346020761245,0.4972497249724973,0.6666872405319072,0.026537700032349676,3.2185592651367188,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.2,mean
feature_corruption,,77,L2-LR,9600,2400,0.8066666666666666,0.6875,0.3615916955017301,0.473922902494331,0.6547255952810517,0.469183899986092,1.6576766967773438,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.2,mean
feature_corruption,,77,LDA,9600,2400,0.7983333333333333,0.6643356643356644,0.328719723183391,0.4398148148148148,0.6380151854116736,0.003436800034251064,1.5784683227539062,{},0.0,0.2,mean
feature_corruption,,77,GNB,9600,2400,0.7933333333333333,0.6863636363636364,0.26124567474048443,0.3784461152882206,0.6116876013658514,0.0034693999914452434,1.3996047973632812,{},0.0,0.2,mean
feature_corruption,,77,LR-Newton,9600,2400,0.8120833333333334,0.6941896024464832,0.39273356401384085,0.5016574585635359,0.6689244109860641,0.03235400002449751,3.2183990478515625,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.2,median
feature_corruption,,77,L2-LR,9600,2400,0.80625,0.6902356902356902,0.3546712802768166,0.4685714285714285,0.6520886587992206,1.8562044000136666,1.6580581665039062,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.2,median
feature_corruption,,77,LDA,9600,2400,0.79875,0.6655052264808362,0.3304498269896194,0.4416184971098266,0.6388802373147877,0.0055062000174075365,1.5792083740234375,{},0.0,0.2,median
feature_corruption,,77,GNB,9600,2400,0.7891666666666667,0.6578947368421053,0.25951557093425603,0.3722084367245657,0.6083527360708602,0.012093700002878904,1.3996047973632812,{},0.0,0.2,median
feature_corruption,,77,LR-Newton,9600,2400,0.8129166666666666,0.6972477064220184,0.3944636678200692,0.5038674033149171,0.670063886599387,0.03773639997234568,3.2166976928710938,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.2,knn
feature_corruption,,77,L2-LR,9600,2400,0.8075,0.6883116883116883,0.36678200692041524,0.4785553047404063,0.6570463272801856,0.5812496999860741,1.656240463256836,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.2,knn
feature_corruption,,77,LDA,9600,2400,0.8020833333333334,0.6757679180887372,0.34256055363321797,0.4546498277841561,0.6452100243467956,0.005863900005351752,1.5784683227539062,{},0.0,0.2,knn
feature_corruption,,77,GNB,9600,2400,0.7966666666666666,0.7064220183486238,0.2664359861591695,0.3869346733668341,0.6156548756262368,0.005422699963673949,1.3996047973632812,{},0.0,0.2,knn
feature_corruption,,123,LR-Newton,9600,2400,0.80625,0.6889632107023411,0.356401384083045,0.4697833523375143,0.6526792869921263,0.07016910001402721,3.2185592651367188,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.2,mean
feature_corruption,,123,L2-LR,9600,2400,0.8075,0.7013888888888888,0.3494809688581315,0.46651270207852197,0.6511400453511293,1.8974982999498025,1.6568737030029297,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.2,mean
feature_corruption,,123,LDA,9600,2400,0.7991666666666667,0.6804511278195489,0.31314878892733566,0.42890995260663506,0.63324837909594,0.006702499988023192,1.5784683227539062,{},0.0,0.2,mean
feature_corruption,,123,GNB,9600,2400,0.79,0.6712962962962963,0.2508650519031142,0.36523929471032746,0.6059484425267492,0.009445100033190101,1.3996047973632812,{},0.0,0.2,mean
feature_corruption,,123,LR-Newton,9600,2400,0.8054166666666667,0.6819672131147541,0.35986159169550175,0.47112117780294455,0.6533116959575204,0.04596550000132993,3.2183990478515625,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.2,median
feature_corruption,,123,L2-LR,9600,2400,0.8083333333333333,0.7034482758620689,0.35294117647058826,0.4700460829493088,0.6528701491573577,0.7120354000362568,1.6558818817138672,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.2,median
feature_corruption,,123,LDA,9600,2400,0.7979166666666667,0.6768060836501901,0.3079584775086505,0.4233055885850178,0.6306532233865975,0.006153399997856468,1.5784683227539062,{},0.0,0.2,median
feature_corruption,,123,GNB,9600,2400,0.7875,0.6531531531531531,0.2508650519031142,0.36250000000000004,0.6043019002654978,0.016659600019920617,1.3996047973632812,{},0.0,0.2,median
feature_corruption,,123,LR-Newton,9600,2400,0.8075,0.6895424836601307,0.36505190311418684,0.4773755656108597,0.6564556990872801,0.028186800016555935,3.2166976928710938,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.2,knn
feature_corruption,,123,L2-LR,9600,2400,0.8066666666666666,0.6887417218543046,0.35986159169550175,0.4727272727272728,0.654134967088146,0.500587800052017,1.6578521728515625,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.2,knn
feature_corruption,,123,LDA,9600,2400,0.7979166666666667,0.6703296703296703,0.3166089965397924,0.4300822561692127,0.6336063643511256,0.003449199954047799,1.5784683227539062,{},0.0,0.2,knn
feature_corruption,,123,GNB,9600,2400,0.7891666666666667,0.6538461538461539,0.2647058823529412,0.3768472906403941,0.6101246206495771,0.01601319998735562,1.3996047973632812,{},0.0,0.2,knn
feature_corruption,,2026,LR-Newton,9600,2400,0.8125,0.6927710843373494,0.39792387543252594,0.5054945054945055,0.6709707192749896,0.1940889999968931,3.2185592651367188,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.2,mean
feature_corruption,,2026,L2-LR,9600,2400,0.8120833333333334,0.7068403908794788,0.3754325259515571,0.49039548022598867,0.663018129057008,0.8566494999686256,1.6563549041748047,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.2,mean
feature_corruption,,2026,LDA,9600,2400,0.79875,0.6666666666666666,0.328719723183391,0.44032444959443795,0.6382896091218822,0.015668199979700148,1.5784683227539062,{},0.0,0.2,mean
feature_corruption,,2026,GNB,9600,2400,0.7908333333333334,0.6570247933884298,0.2750865051903114,0.38780487804878044,0.6147660846478451,0.11701069999253377,1.3996047973632812,{},0.0,0.2,mean
feature_corruption,,2026,LR-Newton,9600,2400,0.8125,0.6951219512195121,0.3944636678200692,0.5033112582781457,0.6697894628891784,0.1330862999893725,3.2183990478515625,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.2,median
feature_corruption,,2026,L2-LR,9600,2400,0.8133333333333334,0.7138157894736842,0.3754325259515571,0.49206349206349204,0.6638414001876336,1.27139290003106,1.6549758911132812,"{""learning_rate"": 0.1, ""n_iterations"": 220, ""reg_type"": ""l2"", ""reg_lambda"": 0.001, ""class_weight"": null}",0.0,0.2,median
feature_corruption,,2026,LDA,9600,2400,0.7975,0.6631205673758865,0.3235294117647059,0.43488372093023253,0.6356944534125396,0.006995300005655736,1.5784683227539062,{},0.0,0.2,median
feature_corruption,,2026,GNB,9600,2400,0.7879166666666667,0.6396761133603239,0.27335640138408307,0.3830303030303031,0.6122544904834795,0.0070504999603144825,1.3996047973632812,{},0.0,0.2,median
feature_corruption,,2026,LR-Newton,9600,2400,0.81,0.6882716049382716,0.38581314878892736,0.4944567627494457,0.665189779663399,0.026238100021146238,3.2166976928710938,"{""n_iterations"": 25, ""tol"": 1e-06}",0.0,0.2,knn
